[Step 1137] AvgLen: 113.70, AvgRew: 139.81, StdRew: 8.78, Time/Step: 0.0006
[Step 87970] AvgLen: 116.89, AvgRew: 143.74, StdRew: 10.66, Time/Step: 0.0006
[Step 89093] AvgLen: 124.78, AvgRew: 143.57, StdRew: 10.89, Time/Step: 0.0006
[Step 90126] AvgLen: 103.30, AvgRew: 143.06, StdRew: 11.99, Time/Step: 0.0006
[Step 91216] AvgLen: 121.11, AvgRew: 130.85, StdRew: 5.78, Time/Step: 0.0006
[Step 92246] AvgLen: 114.44, AvgRew: 135.51, StdRew: 7.37, Time/Step: 0.0006
[Step 93343] AvgLen: 121.89, AvgRew: 133.73, StdRew: 12.36, Time/Step: 0.0006
[Step 94418] AvgLen: 119.44, AvgRew: 138.59, StdRew: 16.50, Time/Step: 0.0006
[Step 95526] AvgLen: 110.80, AvgRew: 144.99, StdRew: 6.13, Time/Step: 0.0006
[Step 96555] AvgLen: 114.33, AvgRew: 138.76, StdRew: 9.12, Time/Step: 0.0006
[Step 97560] AvgLen: 111.67, AvgRew: 137.38, StdRew: 13.52, Time/Step: 0.0006
[Step 98599] AvgLen: 129.88, AvgRew: 132.90, StdRew: 10.33, Time/Step: 0.0006
[Step 99732] AvgLen: 125.89, AvgRew: 133.11, StdRew: 12.02, Time/Step: 0.0006
[Step 100734] AvgLen: 111.33, AvgRew: 139.13, StdRew: 6.48, Time/Step: 0.0006
[Step 101741] AvgLen: 125.88, AvgRew: 134.45, StdRew: 10.04, Time/Step: 0.0006
[Step 102759] AvgLen: 113.11, AvgRew: 130.04, StdRew: 6.49, Time/Step: 0.0006
[Step 103819] AvgLen: 117.78, AvgRew: 141.73, StdRew: 7.73, Time/Step: 0.0006
[Step 104908] AvgLen: 108.90, AvgRew: 137.43, StdRew: 9.39, Time/Step: 0.0006
[Step 105926] AvgLen: 113.11, AvgRew: 138.88, StdRew: 13.63, Time/Step: 0.0006
