[Step 2067] AvgLen: 98.43, AvgRew: 132.14, StdRew: 15.06, Time/Step: 0.0015
[Step 61636] AvgLen: 100.33, AvgRew: 140.55, StdRew: 15.40, Time/Step: 0.0015
[Step 63718] AvgLen: 109.58, AvgRew: 151.84, StdRew: 22.49, Time/Step: 0.0015
[Step 65760] AvgLen: 107.47, AvgRew: 147.27, StdRew: 21.71, Time/Step: 0.0015
[Step 67852] AvgLen: 104.60, AvgRew: 155.21, StdRew: 11.12, Time/Step: 0.0015
[Step 69905] AvgLen: 102.65, AvgRew: 143.98, StdRew: 21.07, Time/Step: 0.0015
[Step 71941] AvgLen: 113.11, AvgRew: 139.56, StdRew: 22.36, Time/Step: 0.0015
[Step 73944] AvgLen: 105.42, AvgRew: 144.87, StdRew: 22.31, Time/Step: 0.0015
[Step 75965] AvgLen: 106.37, AvgRew: 140.64, StdRew: 21.23, Time/Step: 0.0015
[Step 78002] AvgLen: 119.82, AvgRew: 146.03, StdRew: 22.47, Time/Step: 0.0015
[Step 80018] AvgLen: 112.00, AvgRew: 153.15, StdRew: 20.88, Time/Step: 0.0015
[Step 82104] AvgLen: 104.30, AvgRew: 143.34, StdRew: 24.94, Time/Step: 0.0015
[Step 84125] AvgLen: 112.28, AvgRew: 141.69, StdRew: 19.35, Time/Step: 0.0015
[Step 86206] AvgLen: 115.61, AvgRew: 138.36, StdRew: 25.64, Time/Step: 0.0015
[Step 88290] AvgLen: 109.68, AvgRew: 147.40, StdRew: 21.01, Time/Step: 0.0015
[Step 90306] AvgLen: 118.59, AvgRew: 144.82, StdRew: 22.95, Time/Step: 0.0015
[Step 92334] AvgLen: 106.74, AvgRew: 137.56, StdRew: 18.31, Time/Step: 0.0015
[Step 94363] AvgLen: 119.35, AvgRew: 150.01, StdRew: 22.28, Time/Step: 0.0015
[Step 96380] AvgLen: 106.16, AvgRew: 155.25, StdRew: 19.09, Time/Step: 0.0015
[Step 98395] AvgLen: 134.33, AvgRew: 143.25, StdRew: 22.24, Time/Step: 0.0015
[Step 100496] AvgLen: 123.59, AvgRew: 147.18, StdRew: 26.64, Time/Step: 0.0015
[Step 102586] AvgLen: 116.11, AvgRew: 135.23, StdRew: 17.92, Time/Step: 0.0015
[Step 104654] AvgLen: 108.84, AvgRew: 149.09, StdRew: 22.33, Time/Step: 0.0015
[Step 106676] AvgLen: 112.33, AvgRew: 145.63, StdRew: 21.27, Time/Step: 0.0015
[Step 108720] AvgLen: 113.56, AvgRew: 144.44, StdRew: 20.80, Time/Step: 0.0015
[Step 110762] AvgLen: 107.47, AvgRew: 148.69, StdRew: 25.85, Time/Step: 0.0015
[Step 112815] AvgLen: 108.05, AvgRew: 147.49, StdRew: 20.88, Time/Step: 0.0015
[Step 114860] AvgLen: 113.61, AvgRew: 143.03, StdRew: 21.32, Time/Step: 0.0015
[Step 116889] AvgLen: 119.35, AvgRew: 149.03, StdRew: 18.01, Time/Step: 0.0015
[Step 118969] AvgLen: 109.47, AvgRew: 152.20, StdRew: 21.42, Time/Step: 0.0015
[Step 121081] AvgLen: 111.16, AvgRew: 151.21, StdRew: 27.05, Time/Step: 0.0015
[Step 123130] AvgLen: 107.84, AvgRew: 144.99, StdRew: 21.77, Time/Step: 0.0015
[Step 125212] AvgLen: 109.58, AvgRew: 147.40, StdRew: 19.57, Time/Step: 0.0015
[Step 127331] AvgLen: 117.72, AvgRew: 141.84, StdRew: 22.77, Time/Step: 0.0015
[Step 129399] AvgLen: 108.84, AvgRew: 140.81, StdRew: 17.55, Time/Step: 0.0015
[Step 131403] AvgLen: 111.33, AvgRew: 142.53, StdRew: 14.68, Time/Step: 0.0015
[Step 133407] AvgLen: 117.88, AvgRew: 139.71, StdRew: 21.39, Time/Step: 0.0015
[Step 135450] AvgLen: 113.50, AvgRew: 145.96, StdRew: 22.30, Time/Step: 0.0015
[Step 137576] AvgLen: 132.88, AvgRew: 148.48, StdRew: 36.20, Time/Step: 0.0015
[Step 139611] AvgLen: 101.75, AvgRew: 149.83, StdRew: 22.30, Time/Step: 0.0015
[Step 141653] AvgLen: 113.44, AvgRew: 164.03, StdRew: 29.77, Time/Step: 0.0015
[Step 143663] AvgLen: 111.67, AvgRew: 148.99, StdRew: 28.40, Time/Step: 0.0015
[Step 145787] AvgLen: 118.00, AvgRew: 147.14, StdRew: 25.54, Time/Step: 0.0015
[Step 147864] AvgLen: 122.18, AvgRew: 143.49, StdRew: 32.35, Time/Step: 0.0015
[Step 149870] AvgLen: 118.00, AvgRew: 136.96, StdRew: 28.74, Time/Step: 0.0015
[Step 151959] AvgLen: 109.95, AvgRew: 156.20, StdRew: 23.10, Time/Step: 0.0015
[Step 153969] AvgLen: 118.24, AvgRew: 153.37, StdRew: 21.96, Time/Step: 0.0015
[Step 156012] AvgLen: 136.20, AvgRew: 167.19, StdRew: 43.30, Time/Step: 0.0015
[Step 158063] AvgLen: 107.95, AvgRew: 159.88, StdRew: 26.52, Time/Step: 0.0015
[Step 160096] AvgLen: 119.59, AvgRew: 139.02, StdRew: 28.40, Time/Step: 0.0015
[Step 162161] AvgLen: 121.47, AvgRew: 158.75, StdRew: 34.80, Time/Step: 0.0015
[Step 164251] AvgLen: 110.00, AvgRew: 156.08, StdRew: 31.37, Time/Step: 0.0015
[Step 166295] AvgLen: 127.75, AvgRew: 154.35, StdRew: 31.96, Time/Step: 0.0015
[Step 168400] AvgLen: 123.82, AvgRew: 153.46, StdRew: 26.67, Time/Step: 0.0015
[Step 170493] AvgLen: 116.28, AvgRew: 153.71, StdRew: 31.29, Time/Step: 0.0015
[Step 172554] AvgLen: 121.24, AvgRew: 152.39, StdRew: 20.54, Time/Step: 0.0015
[Step 174636] AvgLen: 130.12, AvgRew: 160.69, StdRew: 28.75, Time/Step: 0.0015
[Step 176705] AvgLen: 114.94, AvgRew: 157.57, StdRew: 27.55, Time/Step: 0.0015
[Step 178764] AvgLen: 128.69, AvgRew: 152.59, StdRew: 36.57, Time/Step: 0.0015
[Step 180878] AvgLen: 124.35, AvgRew: 159.26, StdRew: 34.06, Time/Step: 0.0015
[Step 182996] AvgLen: 124.59, AvgRew: 147.62, StdRew: 27.05, Time/Step: 0.0015
[Step 185059] AvgLen: 121.35, AvgRew: 155.26, StdRew: 39.91, Time/Step: 0.0015
[Step 187078] AvgLen: 126.19, AvgRew: 148.59, StdRew: 29.29, Time/Step: 0.0015
[Step 189140] AvgLen: 121.29, AvgRew: 166.47, StdRew: 34.15, Time/Step: 0.0015
[Step 191173] AvgLen: 119.59, AvgRew: 148.24, StdRew: 23.82, Time/Step: 0.0015
[Step 193229] AvgLen: 120.94, AvgRew: 153.45, StdRew: 21.73, Time/Step: 0.0015
[Step 195325] AvgLen: 116.44, AvgRew: 161.30, StdRew: 25.24, Time/Step: 0.0015
[Step 197452] AvgLen: 118.17, AvgRew: 171.56, StdRew: 30.54, Time/Step: 0.0015
[Step 199504] AvgLen: 120.71, AvgRew: 144.54, StdRew: 29.85, Time/Step: 0.0015
[Step 201632] AvgLen: 125.18, AvgRew: 167.94, StdRew: 34.22, Time/Step: 0.0015
[Step 203675] AvgLen: 120.18, AvgRew: 170.18, StdRew: 34.04, Time/Step: 0.0015
[Step 205693] AvgLen: 118.71, AvgRew: 148.69, StdRew: 34.74, Time/Step: 0.0015
