[Step 2072] AvgLen: 94.18, AvgRew: 135.07, StdRew: 13.71, Time/Step: 0.0002
[Step 69991] AvgLen: 102.25, AvgRew: 128.98, StdRew: 14.02, Time/Step: 0.0002
[Step 72024] AvgLen: 96.81, AvgRew: 134.44, StdRew: 11.82, Time/Step: 0.0002
[Step 74092] AvgLen: 103.40, AvgRew: 134.78, StdRew: 18.83, Time/Step: 0.0002
[Step 76115] AvgLen: 101.15, AvgRew: 140.62, StdRew: 13.92, Time/Step: 0.0002
[Step 78151] AvgLen: 101.80, AvgRew: 134.54, StdRew: 10.93, Time/Step: 0.0002
[Step 80175] AvgLen: 101.20, AvgRew: 136.51, StdRew: 15.22, Time/Step: 0.0002
[Step 82218] AvgLen: 107.53, AvgRew: 135.36, StdRew: 17.78, Time/Step: 0.0002
[Step 84258] AvgLen: 107.37, AvgRew: 133.23, StdRew: 19.09, Time/Step: 0.0002
[Step 86301] AvgLen: 107.53, AvgRew: 138.43, StdRew: 17.92, Time/Step: 0.0002
[Step 88320] AvgLen: 106.26, AvgRew: 132.12, StdRew: 16.67, Time/Step: 0.0002
[Step 90370] AvgLen: 107.89, AvgRew: 137.23, StdRew: 18.95, Time/Step: 0.0002
[Step 92467] AvgLen: 104.85, AvgRew: 139.27, StdRew: 14.43, Time/Step: 0.0002
[Step 94545] AvgLen: 109.37, AvgRew: 138.05, StdRew: 19.27, Time/Step: 0.0002
[Step 96582] AvgLen: 113.17, AvgRew: 130.94, StdRew: 18.19, Time/Step: 0.0002
[Step 98589] AvgLen: 111.50, AvgRew: 135.53, StdRew: 14.65, Time/Step: 0.0002
[Step 100677] AvgLen: 104.40, AvgRew: 141.51, StdRew: 14.37, Time/Step: 0.0002
[Step 102709] AvgLen: 106.95, AvgRew: 138.19, StdRew: 15.19, Time/Step: 0.0002
[Step 104727] AvgLen: 100.90, AvgRew: 132.56, StdRew: 15.61, Time/Step: 0.0002
[Step 106775] AvgLen: 102.40, AvgRew: 131.48, StdRew: 13.81, Time/Step: 0.0002
[Step 108818] AvgLen: 107.53, AvgRew: 140.87, StdRew: 17.83, Time/Step: 0.0002
[Step 110854] AvgLen: 96.95, AvgRew: 132.74, StdRew: 13.50, Time/Step: 0.0002
[Step 112908] AvgLen: 108.11, AvgRew: 133.96, StdRew: 13.69, Time/Step: 0.0002
[Step 114967] AvgLen: 108.37, AvgRew: 139.59, StdRew: 20.20, Time/Step: 0.0002
[Step 117052] AvgLen: 104.25, AvgRew: 141.04, StdRew: 15.38, Time/Step: 0.0002
[Step 119062] AvgLen: 95.71, AvgRew: 136.51, StdRew: 14.19, Time/Step: 0.0003
[Step 121087] AvgLen: 112.50, AvgRew: 135.42, StdRew: 21.70, Time/Step: 0.0002
[Step 123088] AvgLen: 105.32, AvgRew: 138.30, StdRew: 12.79, Time/Step: 0.0002
[Step 125176] AvgLen: 99.43, AvgRew: 133.39, StdRew: 13.26, Time/Step: 0.0002
[Step 127213] AvgLen: 107.21, AvgRew: 139.46, StdRew: 17.56, Time/Step: 0.0002
[Step 129279] AvgLen: 103.30, AvgRew: 132.06, StdRew: 13.63, Time/Step: 0.0002
[Step 131362] AvgLen: 109.63, AvgRew: 134.19, StdRew: 15.05, Time/Step: 0.0002
[Step 133413] AvgLen: 102.55, AvgRew: 139.95, StdRew: 16.06, Time/Step: 0.0002
[Step 135444] AvgLen: 96.71, AvgRew: 140.16, StdRew: 14.92, Time/Step: 0.0002
[Step 137547] AvgLen: 100.14, AvgRew: 135.22, StdRew: 15.17, Time/Step: 0.0002
[Step 139627] AvgLen: 99.05, AvgRew: 134.96, StdRew: 17.97, Time/Step: 0.0002
[Step 141651] AvgLen: 106.53, AvgRew: 129.01, StdRew: 17.52, Time/Step: 0.0002
[Step 143713] AvgLen: 103.10, AvgRew: 136.31, StdRew: 14.00, Time/Step: 0.0002
[Step 145728] AvgLen: 111.94, AvgRew: 136.27, StdRew: 13.92, Time/Step: 0.0002
[Step 147769] AvgLen: 102.05, AvgRew: 133.12, StdRew: 12.25, Time/Step: 0.0002
[Step 149800] AvgLen: 101.55, AvgRew: 132.83, StdRew: 11.99, Time/Step: 0.0002
[Step 151886] AvgLen: 104.30, AvgRew: 131.96, StdRew: 12.25, Time/Step: 0.0002
[Step 153957] AvgLen: 115.06, AvgRew: 134.32, StdRew: 19.35, Time/Step: 0.0002
[Step 156049] AvgLen: 99.62, AvgRew: 137.90, StdRew: 15.90, Time/Step: 0.0002
[Step 158094] AvgLen: 113.61, AvgRew: 135.38, StdRew: 15.62, Time/Step: 0.0002
[Step 160175] AvgLen: 104.05, AvgRew: 136.28, StdRew: 14.33, Time/Step: 0.0002
[Step 162222] AvgLen: 102.35, AvgRew: 133.42, StdRew: 10.19, Time/Step: 0.0002
[Step 164312] AvgLen: 122.94, AvgRew: 136.32, StdRew: 18.66, Time/Step: 0.0002
[Step 166346] AvgLen: 113.00, AvgRew: 132.37, StdRew: 16.32, Time/Step: 0.0002
[Step 168428] AvgLen: 104.10, AvgRew: 134.87, StdRew: 17.25, Time/Step: 0.0002
[Step 170466] AvgLen: 107.26, AvgRew: 133.54, StdRew: 15.92, Time/Step: 0.0002
[Step 172541] AvgLen: 103.75, AvgRew: 136.12, StdRew: 13.95, Time/Step: 0.0002
[Step 174605] AvgLen: 103.20, AvgRew: 138.29, StdRew: 23.38, Time/Step: 0.0002
[Step 176689] AvgLen: 99.24, AvgRew: 136.21, StdRew: 15.33, Time/Step: 0.0002
[Step 178822] AvgLen: 112.26, AvgRew: 136.19, StdRew: 14.14, Time/Step: 0.0002
[Step 180929] AvgLen: 105.35, AvgRew: 138.84, StdRew: 13.55, Time/Step: 0.0002
[Step 182966] AvgLen: 107.21, AvgRew: 145.09, StdRew: 16.95, Time/Step: 0.0002
[Step 185033] AvgLen: 98.43, AvgRew: 139.28, StdRew: 14.04, Time/Step: 0.0002
[Step 187075] AvgLen: 102.10, AvgRew: 133.26, StdRew: 15.64, Time/Step: 0.0002
[Step 189183] AvgLen: 100.38, AvgRew: 146.32, StdRew: 13.74, Time/Step: 0.0002
[Step 191242] AvgLen: 98.05, AvgRew: 135.65, StdRew: 15.86, Time/Step: 0.0002
[Step 193307] AvgLen: 103.25, AvgRew: 134.25, StdRew: 12.24, Time/Step: 0.0002
[Step 195325] AvgLen: 106.21, AvgRew: 130.07, StdRew: 18.85, Time/Step: 0.0002
[Step 197414] AvgLen: 99.48, AvgRew: 139.77, StdRew: 11.71, Time/Step: 0.0002
[Step 199474] AvgLen: 103.00, AvgRew: 134.21, StdRew: 11.72, Time/Step: 0.0002
[Step 201586] AvgLen: 105.60, AvgRew: 133.32, StdRew: 13.62, Time/Step: 0.0002
[Step 203617] AvgLen: 106.89, AvgRew: 137.25, StdRew: 15.71, Time/Step: 0.0002
[Step 205652] AvgLen: 107.11, AvgRew: 137.31, StdRew: 16.60, Time/Step: 0.0002
