[Step 2025] AvgLen: 88.04, AvgRew: 130.06, StdRew: 14.34, Time/Step: 0.0003
[Step 43206] AvgLen: 101.40, AvgRew: 133.79, StdRew: 18.71, Time/Step: 0.0003
[Step 45263] AvgLen: 93.50, AvgRew: 136.62, StdRew: 16.53, Time/Step: 0.0003
[Step 47280] AvgLen: 100.85, AvgRew: 128.96, StdRew: 12.26, Time/Step: 0.0003
[Step 49357] AvgLen: 109.32, AvgRew: 132.93, StdRew: 17.15, Time/Step: 0.0003
[Step 51384] AvgLen: 101.35, AvgRew: 141.57, StdRew: 17.98, Time/Step: 0.0003
[Step 53393] AvgLen: 111.61, AvgRew: 137.45, StdRew: 17.87, Time/Step: 0.0003
[Step 55408] AvgLen: 100.75, AvgRew: 133.03, StdRew: 13.60, Time/Step: 0.0003
[Step 57504] AvgLen: 116.44, AvgRew: 133.05, StdRew: 19.61, Time/Step: 0.0003
[Step 59527] AvgLen: 106.47, AvgRew: 145.12, StdRew: 18.20, Time/Step: 0.0003
[Step 61547] AvgLen: 112.22, AvgRew: 137.17, StdRew: 19.67, Time/Step: 0.0003
[Step 63625] AvgLen: 115.44, AvgRew: 142.59, StdRew: 21.08, Time/Step: 0.0003
[Step 65732] AvgLen: 110.89, AvgRew: 148.52, StdRew: 28.21, Time/Step: 0.0003
[Step 67791] AvgLen: 114.39, AvgRew: 145.76, StdRew: 23.47, Time/Step: 0.0003
[Step 69839] AvgLen: 113.78, AvgRew: 155.54, StdRew: 24.95, Time/Step: 0.0003
[Step 71906] AvgLen: 114.83, AvgRew: 150.62, StdRew: 22.72, Time/Step: 0.0003
[Step 73926] AvgLen: 112.22, AvgRew: 138.92, StdRew: 23.11, Time/Step: 0.0003
[Step 75983] AvgLen: 97.95, AvgRew: 137.14, StdRew: 13.07, Time/Step: 0.0003
[Step 78045] AvgLen: 103.10, AvgRew: 131.05, StdRew: 15.69, Time/Step: 0.0003
[Step 80046] AvgLen: 111.17, AvgRew: 142.15, StdRew: 9.81, Time/Step: 0.0003
[Step 82100] AvgLen: 108.11, AvgRew: 146.97, StdRew: 22.26, Time/Step: 0.0003
[Step 84150] AvgLen: 107.89, AvgRew: 143.78, StdRew: 17.87, Time/Step: 0.0003
[Step 86205] AvgLen: 108.16, AvgRew: 135.18, StdRew: 20.77, Time/Step: 0.0003
[Step 88242] AvgLen: 119.82, AvgRew: 135.77, StdRew: 20.56, Time/Step: 0.0003
[Step 90295] AvgLen: 120.76, AvgRew: 161.45, StdRew: 32.00, Time/Step: 0.0003
[Step 92358] AvgLen: 128.94, AvgRew: 154.59, StdRew: 38.09, Time/Step: 0.0003
[Step 94458] AvgLen: 131.25, AvgRew: 154.62, StdRew: 37.80, Time/Step: 0.0003
[Step 96540] AvgLen: 122.47, AvgRew: 168.73, StdRew: 36.77, Time/Step: 0.0003
[Step 98616] AvgLen: 122.12, AvgRew: 159.97, StdRew: 42.90, Time/Step: 0.0003
[Step 100731] AvgLen: 132.19, AvgRew: 157.96, StdRew: 33.99, Time/Step: 0.0003
[Step 102807] AvgLen: 122.12, AvgRew: 172.26, StdRew: 39.99, Time/Step: 0.0003
[Step 104873] AvgLen: 129.12, AvgRew: 165.61, StdRew: 35.77, Time/Step: 0.0003
[Step 106904] AvgLen: 135.40, AvgRew: 165.09, StdRew: 40.09, Time/Step: 0.0003
[Step 108961] AvgLen: 121.00, AvgRew: 167.38, StdRew: 37.93, Time/Step: 0.0003
[Step 111000] AvgLen: 127.44, AvgRew: 161.98, StdRew: 44.42, Time/Step: 0.0003
[Step 113183] AvgLen: 109.15, AvgRew: 143.07, StdRew: 32.48, Time/Step: 0.0003
[Step 115260] AvgLen: 115.39, AvgRew: 154.37, StdRew: 29.63, Time/Step: 0.0003
[Step 117301] AvgLen: 120.06, AvgRew: 145.96, StdRew: 35.99, Time/Step: 0.0003
[Step 119307] AvgLen: 100.30, AvgRew: 140.22, StdRew: 24.45, Time/Step: 0.0003
[Step 121395] AvgLen: 109.89, AvgRew: 143.11, StdRew: 27.59, Time/Step: 0.0003
[Step 123516] AvgLen: 124.76, AvgRew: 158.61, StdRew: 30.41, Time/Step: 0.0003
[Step 125621] AvgLen: 123.82, AvgRew: 167.36, StdRew: 41.96, Time/Step: 0.0003
[Step 127660] AvgLen: 113.28, AvgRew: 154.00, StdRew: 31.76, Time/Step: 0.0003
[Step 129758] AvgLen: 110.42, AvgRew: 153.96, StdRew: 25.43, Time/Step: 0.0003
[Step 131843] AvgLen: 122.65, AvgRew: 144.06, StdRew: 30.45, Time/Step: 0.0003
[Step 133866] AvgLen: 119.00, AvgRew: 162.63, StdRew: 28.20, Time/Step: 0.0003
[Step 135963] AvgLen: 123.35, AvgRew: 142.86, StdRew: 32.38, Time/Step: 0.0003
[Step 138005] AvgLen: 107.47, AvgRew: 142.62, StdRew: 19.37, Time/Step: 0.0003
[Step 140048] AvgLen: 97.29, AvgRew: 142.49, StdRew: 19.09, Time/Step: 0.0003
[Step 142084] AvgLen: 101.80, AvgRew: 135.28, StdRew: 18.77, Time/Step: 0.0003
[Step 144153] AvgLen: 108.89, AvgRew: 139.29, StdRew: 22.08, Time/Step: 0.0003
[Step 146198] AvgLen: 102.25, AvgRew: 152.05, StdRew: 21.30, Time/Step: 0.0003
[Step 148240] AvgLen: 107.47, AvgRew: 147.25, StdRew: 23.59, Time/Step: 0.0003
[Step 150289] AvgLen: 107.84, AvgRew: 140.37, StdRew: 28.13, Time/Step: 0.0003
[Step 152320] AvgLen: 112.83, AvgRew: 137.91, StdRew: 20.21, Time/Step: 0.0003
[Step 154418] AvgLen: 104.90, AvgRew: 141.29, StdRew: 20.31, Time/Step: 0.0003
[Step 156441] AvgLen: 106.47, AvgRew: 146.93, StdRew: 16.13, Time/Step: 0.0003
[Step 158555] AvgLen: 117.44, AvgRew: 147.58, StdRew: 19.40, Time/Step: 0.0003
[Step 160555] AvgLen: 105.26, AvgRew: 158.31, StdRew: 26.06, Time/Step: 0.0003
[Step 162641] AvgLen: 122.71, AvgRew: 153.03, StdRew: 32.52, Time/Step: 0.0003
[Step 164667] AvgLen: 112.56, AvgRew: 145.50, StdRew: 28.01, Time/Step: 0.0003
[Step 166742] AvgLen: 109.21, AvgRew: 147.87, StdRew: 32.20, Time/Step: 0.0003
[Step 168820] AvgLen: 109.37, AvgRew: 155.49, StdRew: 33.85, Time/Step: 0.0003
[Step 170823] AvgLen: 133.53, AvgRew: 145.18, StdRew: 31.18, Time/Step: 0.0003
[Step 172908] AvgLen: 109.74, AvgRew: 149.89, StdRew: 25.61, Time/Step: 0.0003
[Step 174923] AvgLen: 118.53, AvgRew: 149.10, StdRew: 28.56, Time/Step: 0.0003
[Step 176937] AvgLen: 111.89, AvgRew: 155.97, StdRew: 28.22, Time/Step: 0.0003
[Step 178988] AvgLen: 113.94, AvgRew: 148.49, StdRew: 27.74, Time/Step: 0.0003
[Step 181123] AvgLen: 112.37, AvgRew: 140.52, StdRew: 24.85, Time/Step: 0.0003
[Step 183223] AvgLen: 110.53, AvgRew: 144.91, StdRew: 20.07, Time/Step: 0.0003
[Step 185318] AvgLen: 104.75, AvgRew: 148.38, StdRew: 23.81, Time/Step: 0.0003
[Step 187338] AvgLen: 118.82, AvgRew: 131.88, StdRew: 20.87, Time/Step: 0.0003
[Step 189350] AvgLen: 111.78, AvgRew: 144.79, StdRew: 22.13, Time/Step: 0.0003
[Step 191405] AvgLen: 108.16, AvgRew: 147.09, StdRew: 20.05, Time/Step: 0.0003
[Step 193521] AvgLen: 111.37, AvgRew: 146.44, StdRew: 17.84, Time/Step: 0.0003
[Step 195535] AvgLen: 111.89, AvgRew: 154.00, StdRew: 21.14, Time/Step: 0.0003
[Step 197573] AvgLen: 107.26, AvgRew: 158.52, StdRew: 19.83, Time/Step: 0.0003
[Step 199574] AvgLen: 105.32, AvgRew: 145.19, StdRew: 23.93, Time/Step: 0.0003
[Step 201638] AvgLen: 103.20, AvgRew: 148.75, StdRew: 19.55, Time/Step: 0.0003
[Step 203657] AvgLen: 126.19, AvgRew: 155.49, StdRew: 37.77, Time/Step: 0.0003
[Step 205769] AvgLen: 117.33, AvgRew: 144.76, StdRew: 25.49, Time/Step: 0.0003
