[Step 2067] AvgLen: 79.50, AvgRew: 131.64, StdRew: 12.77, Time/Step: 0.0005
[Step 90482] AvgLen: 94.05, AvgRew: 153.54, StdRew: 20.99, Time/Step: 0.0005
[Step 92643] AvgLen: 93.96, AvgRew: 157.81, StdRew: 24.61, Time/Step: 0.0005
[Step 94706] AvgLen: 93.77, AvgRew: 146.94, StdRew: 27.49, Time/Step: 0.0005
[Step 96729] AvgLen: 91.95, AvgRew: 148.48, StdRew: 20.34, Time/Step: 0.0006
[Step 98788] AvgLen: 98.05, AvgRew: 142.04, StdRew: 27.34, Time/Step: 0.0005
[Step 100794] AvgLen: 91.18, AvgRew: 141.69, StdRew: 21.31, Time/Step: 0.0005
[Step 102879] AvgLen: 94.77, AvgRew: 150.77, StdRew: 20.92, Time/Step: 0.0006
[Step 104971] AvgLen: 99.62, AvgRew: 152.13, StdRew: 25.05, Time/Step: 0.0005
[Step 107023] AvgLen: 89.22, AvgRew: 146.61, StdRew: 25.41, Time/Step: 0.0005
[Step 109102] AvgLen: 94.50, AvgRew: 147.53, StdRew: 20.63, Time/Step: 0.0006
[Step 111178] AvgLen: 94.36, AvgRew: 144.50, StdRew: 22.03, Time/Step: 0.0006
[Step 113188] AvgLen: 95.71, AvgRew: 155.43, StdRew: 26.66, Time/Step: 0.0006
[Step 115258] AvgLen: 94.09, AvgRew: 149.99, StdRew: 22.54, Time/Step: 0.0006
[Step 117307] AvgLen: 89.09, AvgRew: 146.60, StdRew: 20.47, Time/Step: 0.0006
[Step 119348] AvgLen: 97.19, AvgRew: 150.80, StdRew: 27.98, Time/Step: 0.0006
[Step 121398] AvgLen: 89.13, AvgRew: 152.86, StdRew: 20.68, Time/Step: 0.0006
[Step 123411] AvgLen: 87.52, AvgRew: 152.49, StdRew: 24.46, Time/Step: 0.0006
[Step 125482] AvgLen: 90.04, AvgRew: 144.68, StdRew: 29.73, Time/Step: 0.0006
[Step 127483] AvgLen: 100.05, AvgRew: 148.69, StdRew: 29.31, Time/Step: 0.0006
[Step 129487] AvgLen: 91.09, AvgRew: 152.42, StdRew: 27.75, Time/Step: 0.0006
[Step 131521] AvgLen: 96.86, AvgRew: 157.62, StdRew: 29.22, Time/Step: 0.0006
[Step 133561] AvgLen: 88.70, AvgRew: 152.90, StdRew: 26.31, Time/Step: 0.0006
[Step 135642] AvgLen: 86.71, AvgRew: 150.04, StdRew: 21.97, Time/Step: 0.0006
[Step 137696] AvgLen: 97.81, AvgRew: 146.03, StdRew: 27.77, Time/Step: 0.0006
[Step 139759] AvgLen: 89.70, AvgRew: 146.98, StdRew: 20.92, Time/Step: 0.0006
[Step 141811] AvgLen: 97.71, AvgRew: 151.47, StdRew: 19.15, Time/Step: 0.0006
[Step 143868] AvgLen: 93.50, AvgRew: 153.67, StdRew: 25.81, Time/Step: 0.0006
[Step 145958] AvgLen: 95.00, AvgRew: 148.67, StdRew: 18.92, Time/Step: 0.0006
[Step 148013] AvgLen: 97.86, AvgRew: 153.31, StdRew: 24.32, Time/Step: 0.0006
[Step 150032] AvgLen: 91.77, AvgRew: 143.22, StdRew: 24.35, Time/Step: 0.0006
[Step 152094] AvgLen: 93.73, AvgRew: 153.60, StdRew: 27.59, Time/Step: 0.0006
[Step 154172] AvgLen: 94.45, AvgRew: 143.34, StdRew: 22.80, Time/Step: 0.0006
[Step 156175] AvgLen: 95.38, AvgRew: 137.37, StdRew: 29.26, Time/Step: 0.0006
[Step 158196] AvgLen: 87.87, AvgRew: 148.87, StdRew: 22.42, Time/Step: 0.0006
[Step 160227] AvgLen: 96.71, AvgRew: 149.64, StdRew: 26.74, Time/Step: 0.0006
[Step 162292] AvgLen: 98.33, AvgRew: 152.81, StdRew: 18.48, Time/Step: 0.0006
[Step 164332] AvgLen: 92.73, AvgRew: 159.79, StdRew: 29.66, Time/Step: 0.0006
[Step 166375] AvgLen: 88.83, AvgRew: 157.55, StdRew: 22.64, Time/Step: 0.0006
[Step 168395] AvgLen: 91.82, AvgRew: 154.30, StdRew: 26.96, Time/Step: 0.0006
[Step 170493] AvgLen: 95.36, AvgRew: 154.68, StdRew: 25.76, Time/Step: 0.0006
[Step 172538] AvgLen: 92.95, AvgRew: 138.10, StdRew: 17.74, Time/Step: 0.0006
[Step 174593] AvgLen: 93.41, AvgRew: 144.06, StdRew: 27.45, Time/Step: 0.0006
[Step 176609] AvgLen: 87.65, AvgRew: 151.06, StdRew: 21.49, Time/Step: 0.0006
[Step 178622] AvgLen: 91.50, AvgRew: 147.82, StdRew: 20.86, Time/Step: 0.0006
[Step 180650] AvgLen: 92.18, AvgRew: 145.03, StdRew: 20.64, Time/Step: 0.0006
[Step 182751] AvgLen: 100.05, AvgRew: 152.86, StdRew: 24.81, Time/Step: 0.0006
[Step 184753] AvgLen: 100.10, AvgRew: 153.07, StdRew: 29.78, Time/Step: 0.0006
[Step 186753] AvgLen: 83.33, AvgRew: 151.66, StdRew: 23.87, Time/Step: 0.0006
[Step 188814] AvgLen: 82.44, AvgRew: 143.86, StdRew: 24.47, Time/Step: 0.0006
[Step 190830] AvgLen: 87.65, AvgRew: 152.93, StdRew: 27.27, Time/Step: 0.0006
[Step 192871] AvgLen: 92.77, AvgRew: 156.39, StdRew: 24.35, Time/Step: 0.0006
[Step 194884] AvgLen: 91.50, AvgRew: 146.83, StdRew: 21.07, Time/Step: 0.0006
[Step 196903] AvgLen: 87.78, AvgRew: 145.40, StdRew: 21.66, Time/Step: 0.0006
[Step 198970] AvgLen: 93.95, AvgRew: 140.14, StdRew: 18.56, Time/Step: 0.0006
[Step 201053] AvgLen: 94.68, AvgRew: 148.21, StdRew: 24.11, Time/Step: 0.0006
[Step 203087] AvgLen: 96.86, AvgRew: 140.53, StdRew: 26.74, Time/Step: 0.0006
[Step 205147] AvgLen: 89.57, AvgRew: 145.77, StdRew: 22.90, Time/Step: 0.0006
