[Step 2044] AvgLen: 92.91, AvgRew: 134.95, StdRew: 14.29, Time/Step: 0.0014
[Step 106644] AvgLen: 143.79, AvgRew: 161.81, StdRew: 37.21, Time/Step: 0.0015
[Step 108719] AvgLen: 138.33, AvgRew: 171.11, StdRew: 49.13, Time/Step: 0.0015
[Step 110829] AvgLen: 131.88, AvgRew: 168.51, StdRew: 35.74, Time/Step: 0.0015
[Step 112849] AvgLen: 118.82, AvgRew: 176.06, StdRew: 31.10, Time/Step: 0.0015
[Step 114919] AvgLen: 138.00, AvgRew: 163.92, StdRew: 41.85, Time/Step: 0.0015
[Step 117027] AvgLen: 131.75, AvgRew: 167.05, StdRew: 40.97, Time/Step: 0.0015
[Step 119125] AvgLen: 123.41, AvgRew: 156.52, StdRew: 32.08, Time/Step: 0.0015
[Step 121182] AvgLen: 114.28, AvgRew: 163.05, StdRew: 29.59, Time/Step: 0.0014
[Step 123291] AvgLen: 140.60, AvgRew: 146.28, StdRew: 40.63, Time/Step: 0.0015
[Step 125312] AvgLen: 126.31, AvgRew: 155.58, StdRew: 39.86, Time/Step: 0.0015
[Step 127333] AvgLen: 134.73, AvgRew: 160.29, StdRew: 32.07, Time/Step: 0.0015
[Step 129422] AvgLen: 116.06, AvgRew: 160.40, StdRew: 29.22, Time/Step: 0.0015
[Step 131428] AvgLen: 133.73, AvgRew: 166.32, StdRew: 36.41, Time/Step: 0.0016
[Step 133485] AvgLen: 121.00, AvgRew: 152.57, StdRew: 35.45, Time/Step: 0.0015
[Step 135542] AvgLen: 121.00, AvgRew: 156.13, StdRew: 33.41, Time/Step: 0.0015
[Step 137636] AvgLen: 116.33, AvgRew: 159.18, StdRew: 30.94, Time/Step: 0.0016
[Step 139689] AvgLen: 120.76, AvgRew: 152.61, StdRew: 29.77, Time/Step: 0.0015
[Step 141780] AvgLen: 123.00, AvgRew: 162.05, StdRew: 28.47, Time/Step: 0.0015
[Step 143929] AvgLen: 126.41, AvgRew: 146.44, StdRew: 17.83, Time/Step: 0.0014
[Step 145960] AvgLen: 119.47, AvgRew: 154.12, StdRew: 29.07, Time/Step: 0.0015
[Step 148031] AvgLen: 115.06, AvgRew: 157.64, StdRew: 29.42, Time/Step: 0.0015
[Step 150168] AvgLen: 125.71, AvgRew: 140.52, StdRew: 27.06, Time/Step: 0.0016
[Step 152191] AvgLen: 112.39, AvgRew: 159.43, StdRew: 27.37, Time/Step: 0.0015
[Step 154245] AvgLen: 114.11, AvgRew: 164.08, StdRew: 27.99, Time/Step: 0.0015
[Step 156275] AvgLen: 119.41, AvgRew: 147.70, StdRew: 32.34, Time/Step: 0.0014
[Step 158400] AvgLen: 125.00, AvgRew: 155.03, StdRew: 33.86, Time/Step: 0.0014
[Step 160428] AvgLen: 126.75, AvgRew: 161.06, StdRew: 41.05, Time/Step: 0.0015
[Step 162498] AvgLen: 121.76, AvgRew: 156.15, StdRew: 35.11, Time/Step: 0.0015
[Step 164596] AvgLen: 116.56, AvgRew: 157.79, StdRew: 26.32, Time/Step: 0.0015
[Step 166690] AvgLen: 130.88, AvgRew: 154.84, StdRew: 32.28, Time/Step: 0.0015
[Step 168702] AvgLen: 125.75, AvgRew: 168.39, StdRew: 32.19, Time/Step: 0.0015
[Step 170789] AvgLen: 115.94, AvgRew: 159.92, StdRew: 31.25, Time/Step: 0.0015
[Step 172853] AvgLen: 129.00, AvgRew: 155.99, StdRew: 36.07, Time/Step: 0.0015
[Step 174881] AvgLen: 135.20, AvgRew: 152.57, StdRew: 36.81, Time/Step: 0.0015
[Step 176893] AvgLen: 125.75, AvgRew: 146.02, StdRew: 31.39, Time/Step: 0.0015
[Step 178928] AvgLen: 113.06, AvgRew: 156.51, StdRew: 26.49, Time/Step: 0.0015
[Step 180960] AvgLen: 127.00, AvgRew: 153.27, StdRew: 28.07, Time/Step: 0.0015
[Step 183011] AvgLen: 113.94, AvgRew: 157.14, StdRew: 24.98, Time/Step: 0.0015
[Step 185050] AvgLen: 113.28, AvgRew: 145.32, StdRew: 26.66, Time/Step: 0.0015
[Step 187071] AvgLen: 134.73, AvgRew: 151.13, StdRew: 33.04, Time/Step: 0.0015
[Step 189135] AvgLen: 114.67, AvgRew: 161.00, StdRew: 26.08, Time/Step: 0.0015
[Step 191225] AvgLen: 116.11, AvgRew: 147.17, StdRew: 24.26, Time/Step: 0.0015
[Step 193274] AvgLen: 113.83, AvgRew: 163.29, StdRew: 29.11, Time/Step: 0.0014
[Step 195297] AvgLen: 126.44, AvgRew: 157.52, StdRew: 27.76, Time/Step: 0.0015
[Step 197351] AvgLen: 108.11, AvgRew: 159.22, StdRew: 33.89, Time/Step: 0.0015
[Step 199387] AvgLen: 127.25, AvgRew: 140.75, StdRew: 33.36, Time/Step: 0.0015
[Step 201505] AvgLen: 124.59, AvgRew: 156.49, StdRew: 32.81, Time/Step: 0.0015
[Step 203607] AvgLen: 131.38, AvgRew: 161.89, StdRew: 27.58, Time/Step: 0.0015
[Step 205607] AvgLen: 125.00, AvgRew: 167.55, StdRew: 33.26, Time/Step: 0.0015
