[Step 2032] AvgLen: 70.07, AvgRew: 147.60, StdRew: 16.80, Time/Step: 0.0002
[Step 122063] AvgLen: 73.96, AvgRew: 149.20, StdRew: 17.13, Time/Step: 0.0002
[Step 124100] AvgLen: 72.75, AvgRew: 146.03, StdRew: 15.11, Time/Step: 0.0002
[Step 126109] AvgLen: 74.41, AvgRew: 149.48, StdRew: 24.44, Time/Step: 0.0002
[Step 128114] AvgLen: 77.12, AvgRew: 153.23, StdRew: 16.87, Time/Step: 0.0002
[Step 130122] AvgLen: 77.23, AvgRew: 155.77, StdRew: 17.38, Time/Step: 0.0002
[Step 132174] AvgLen: 73.29, AvgRew: 154.57, StdRew: 15.60, Time/Step: 0.0002
[Step 134190] AvgLen: 72.00, AvgRew: 147.81, StdRew: 16.42, Time/Step: 0.0002
[Step 136233] AvgLen: 78.58, AvgRew: 158.10, StdRew: 18.12, Time/Step: 0.0002
[Step 138273] AvgLen: 75.56, AvgRew: 141.37, StdRew: 13.11, Time/Step: 0.0002
[Step 140305] AvgLen: 75.26, AvgRew: 147.14, StdRew: 17.67, Time/Step: 0.0002
[Step 142367] AvgLen: 76.37, AvgRew: 151.31, StdRew: 14.59, Time/Step: 0.0002
[Step 144420] AvgLen: 76.04, AvgRew: 145.67, StdRew: 13.77, Time/Step: 0.0002
[Step 146446] AvgLen: 77.92, AvgRew: 150.36, StdRew: 20.69, Time/Step: 0.0002
[Step 148481] AvgLen: 78.27, AvgRew: 152.61, StdRew: 19.63, Time/Step: 0.0002
[Step 150502] AvgLen: 69.69, AvgRew: 151.51, StdRew: 13.69, Time/Step: 0.0002
[Step 152534] AvgLen: 70.07, AvgRew: 151.59, StdRew: 13.34, Time/Step: 0.0002
[Step 154598] AvgLen: 71.17, AvgRew: 150.99, StdRew: 16.73, Time/Step: 0.0002
[Step 156627] AvgLen: 72.46, AvgRew: 153.64, StdRew: 17.70, Time/Step: 0.0002
[Step 158689] AvgLen: 71.10, AvgRew: 147.70, StdRew: 12.59, Time/Step: 0.0002
[Step 160735] AvgLen: 75.78, AvgRew: 147.07, StdRew: 15.52, Time/Step: 0.0002
[Step 162747] AvgLen: 71.86, AvgRew: 147.25, StdRew: 17.83, Time/Step: 0.0002
[Step 164799] AvgLen: 78.92, AvgRew: 148.87, StdRew: 17.01, Time/Step: 0.0002
[Step 166851] AvgLen: 68.40, AvgRew: 150.81, StdRew: 18.10, Time/Step: 0.0002
[Step 168898] AvgLen: 81.88, AvgRew: 153.63, StdRew: 23.63, Time/Step: 0.0002
[Step 170963] AvgLen: 76.48, AvgRew: 150.73, StdRew: 16.12, Time/Step: 0.0002
[Step 173012] AvgLen: 70.66, AvgRew: 144.56, StdRew: 13.59, Time/Step: 0.0002
[Step 175019] AvgLen: 77.19, AvgRew: 152.67, StdRew: 16.00, Time/Step: 0.0002
[Step 177040] AvgLen: 72.18, AvgRew: 155.60, StdRew: 19.42, Time/Step: 0.0002
[Step 179065] AvgLen: 75.00, AvgRew: 148.14, StdRew: 12.67, Time/Step: 0.0002
[Step 181142] AvgLen: 74.18, AvgRew: 150.38, StdRew: 15.96, Time/Step: 0.0002
[Step 183189] AvgLen: 75.81, AvgRew: 147.68, StdRew: 15.54, Time/Step: 0.0002
[Step 185268] AvgLen: 79.96, AvgRew: 154.14, StdRew: 15.21, Time/Step: 0.0002
[Step 187275] AvgLen: 71.68, AvgRew: 143.78, StdRew: 12.58, Time/Step: 0.0002
[Step 189312] AvgLen: 81.48, AvgRew: 155.13, StdRew: 13.90, Time/Step: 0.0002
[Step 191340] AvgLen: 78.00, AvgRew: 150.02, StdRew: 18.77, Time/Step: 0.0002
[Step 193366] AvgLen: 72.36, AvgRew: 150.19, StdRew: 13.63, Time/Step: 0.0002
[Step 195369] AvgLen: 74.19, AvgRew: 151.50, StdRew: 16.89, Time/Step: 0.0002
[Step 197391] AvgLen: 72.21, AvgRew: 147.43, StdRew: 16.08, Time/Step: 0.0002
[Step 199443] AvgLen: 73.29, AvgRew: 152.46, StdRew: 14.12, Time/Step: 0.0002
[Step 201472] AvgLen: 67.63, AvgRew: 147.65, StdRew: 14.53, Time/Step: 0.0002
[Step 203509] AvgLen: 72.75, AvgRew: 149.39, StdRew: 18.17, Time/Step: 0.0002
