[Step 2012] AvgLen: 95.81, AvgRew: 131.59, StdRew: 16.99, Time/Step: 0.0014
[Step 97141] AvgLen: 114.83, AvgRew: 141.75, StdRew: 22.61, Time/Step: 0.0015
[Step 99171] AvgLen: 126.88, AvgRew: 143.24, StdRew: 23.85, Time/Step: 0.0014
[Step 101275] AvgLen: 105.20, AvgRew: 154.59, StdRew: 27.25, Time/Step: 0.0015
[Step 103302] AvgLen: 126.69, AvgRew: 156.57, StdRew: 29.33, Time/Step: 0.0014
[Step 105408] AvgLen: 140.40, AvgRew: 150.73, StdRew: 34.53, Time/Step: 0.0015
[Step 107536] AvgLen: 125.18, AvgRew: 160.70, StdRew: 27.56, Time/Step: 0.0015
[Step 109624] AvgLen: 122.82, AvgRew: 153.27, StdRew: 25.82, Time/Step: 0.0015
[Step 111697] AvgLen: 129.56, AvgRew: 170.99, StdRew: 31.43, Time/Step: 0.0014
[Step 113750] AvgLen: 120.76, AvgRew: 151.89, StdRew: 28.32, Time/Step: 0.0014
[Step 115878] AvgLen: 112.00, AvgRew: 145.71, StdRew: 26.73, Time/Step: 0.0015
[Step 117925] AvgLen: 107.74, AvgRew: 156.15, StdRew: 26.43, Time/Step: 0.0014
[Step 119928] AvgLen: 125.19, AvgRew: 141.65, StdRew: 24.59, Time/Step: 0.0014
[Step 121944] AvgLen: 118.59, AvgRew: 148.06, StdRew: 26.57, Time/Step: 0.0015
[Step 123994] AvgLen: 120.59, AvgRew: 158.96, StdRew: 33.72, Time/Step: 0.0014
[Step 125995] AvgLen: 125.06, AvgRew: 161.43, StdRew: 35.11, Time/Step: 0.0014
[Step 128068] AvgLen: 121.94, AvgRew: 161.45, StdRew: 34.54, Time/Step: 0.0014
[Step 130111] AvgLen: 120.18, AvgRew: 155.79, StdRew: 34.54, Time/Step: 0.0014
[Step 132130] AvgLen: 118.76, AvgRew: 148.06, StdRew: 26.34, Time/Step: 0.0015
[Step 134243] AvgLen: 132.06, AvgRew: 154.65, StdRew: 33.55, Time/Step: 0.0014
[Step 136244] AvgLen: 125.06, AvgRew: 151.40, StdRew: 30.72, Time/Step: 0.0014
[Step 138299] AvgLen: 120.88, AvgRew: 156.66, StdRew: 31.91, Time/Step: 0.0015
[Step 140394] AvgLen: 123.24, AvgRew: 158.52, StdRew: 35.19, Time/Step: 0.0015
[Step 142435] AvgLen: 120.06, AvgRew: 149.67, StdRew: 23.05, Time/Step: 0.0015
[Step 144526] AvgLen: 116.17, AvgRew: 156.21, StdRew: 28.04, Time/Step: 0.0015
[Step 146588] AvgLen: 114.56, AvgRew: 151.37, StdRew: 30.85, Time/Step: 0.0015
[Step 148645] AvgLen: 114.28, AvgRew: 155.49, StdRew: 26.50, Time/Step: 0.0015
[Step 150726] AvgLen: 104.05, AvgRew: 162.67, StdRew: 23.37, Time/Step: 0.0015
[Step 152791] AvgLen: 114.72, AvgRew: 149.74, StdRew: 26.80, Time/Step: 0.0015
[Step 154857] AvgLen: 121.53, AvgRew: 147.97, StdRew: 31.46, Time/Step: 0.0015
[Step 156892] AvgLen: 119.71, AvgRew: 147.88, StdRew: 26.81, Time/Step: 0.0015
[Step 159010] AvgLen: 124.59, AvgRew: 146.20, StdRew: 29.57, Time/Step: 0.0015
[Step 161014] AvgLen: 117.88, AvgRew: 154.80, StdRew: 18.10, Time/Step: 0.0014
[Step 163033] AvgLen: 126.19, AvgRew: 153.91, StdRew: 22.90, Time/Step: 0.0014
[Step 165101] AvgLen: 129.25, AvgRew: 159.77, StdRew: 31.14, Time/Step: 0.0015
[Step 167118] AvgLen: 106.16, AvgRew: 165.70, StdRew: 25.81, Time/Step: 0.0015
[Step 169184] AvgLen: 121.53, AvgRew: 149.22, StdRew: 31.42, Time/Step: 0.0014
[Step 171267] AvgLen: 122.53, AvgRew: 157.82, StdRew: 26.21, Time/Step: 0.0015
[Step 173298] AvgLen: 119.47, AvgRew: 166.23, StdRew: 32.21, Time/Step: 0.0015
[Step 175315] AvgLen: 118.65, AvgRew: 166.76, StdRew: 30.88, Time/Step: 0.0014
[Step 177421] AvgLen: 131.62, AvgRew: 150.43, StdRew: 31.17, Time/Step: 0.0015
[Step 179427] AvgLen: 111.44, AvgRew: 160.37, StdRew: 30.43, Time/Step: 0.0015
[Step 181429] AvgLen: 125.12, AvgRew: 167.75, StdRew: 29.70, Time/Step: 0.0015
[Step 183505] AvgLen: 122.12, AvgRew: 155.74, StdRew: 27.47, Time/Step: 0.0015
[Step 185626] AvgLen: 117.83, AvgRew: 156.36, StdRew: 30.69, Time/Step: 0.0014
[Step 187718] AvgLen: 123.06, AvgRew: 154.84, StdRew: 30.01, Time/Step: 0.0015
[Step 189799] AvgLen: 115.61, AvgRew: 152.37, StdRew: 21.94, Time/Step: 0.0015
[Step 191949] AvgLen: 134.38, AvgRew: 154.19, StdRew: 29.39, Time/Step: 0.0015
[Step 194022] AvgLen: 115.17, AvgRew: 153.99, StdRew: 32.83, Time/Step: 0.0015
[Step 196031] AvgLen: 125.56, AvgRew: 143.63, StdRew: 33.02, Time/Step: 0.0015
[Step 198134] AvgLen: 116.83, AvgRew: 155.59, StdRew: 23.16, Time/Step: 0.0015
[Step 200143] AvgLen: 118.18, AvgRew: 149.81, StdRew: 27.68, Time/Step: 0.0015
[Step 202248] AvgLen: 116.94, AvgRew: 157.39, StdRew: 20.94, Time/Step: 0.0014
[Step 204364] AvgLen: 111.37, AvgRew: 161.52, StdRew: 29.79, Time/Step: 0.0015
[Step 206386] AvgLen: 112.33, AvgRew: 158.68, StdRew: 24.00, Time/Step: 0.0015
