[Step 1054] AvgLen: 117.11, AvgRew: 140.64, StdRew: 7.61, Time/Step: 0.0002
[Step 70046] AvgLen: 120.78, AvgRew: 135.16, StdRew: 6.03, Time/Step: 0.0002
[Step 71125] AvgLen: 119.89, AvgRew: 136.37, StdRew: 6.86, Time/Step: 0.0002
[Step 72232] AvgLen: 123.00, AvgRew: 141.96, StdRew: 11.27, Time/Step: 0.0002
[Step 73333] AvgLen: 110.10, AvgRew: 136.55, StdRew: 10.38, Time/Step: 0.0002
[Step 74351] AvgLen: 113.11, AvgRew: 143.91, StdRew: 7.84, Time/Step: 0.0002
[Step 75425] AvgLen: 119.33, AvgRew: 141.04, StdRew: 12.12, Time/Step: 0.0002
[Step 76445] AvgLen: 127.50, AvgRew: 135.74, StdRew: 10.85, Time/Step: 0.0002
[Step 77519] AvgLen: 119.33, AvgRew: 139.07, StdRew: 9.55, Time/Step: 0.0002
[Step 78634] AvgLen: 111.50, AvgRew: 135.10, StdRew: 5.57, Time/Step: 0.0002
[Step 79697] AvgLen: 118.11, AvgRew: 136.16, StdRew: 12.62, Time/Step: 0.0002
[Step 80797] AvgLen: 122.22, AvgRew: 140.35, StdRew: 7.07, Time/Step: 0.0002
[Step 81890] AvgLen: 109.30, AvgRew: 137.67, StdRew: 10.46, Time/Step: 0.0002
[Step 82894] AvgLen: 111.56, AvgRew: 136.58, StdRew: 11.54, Time/Step: 0.0002
[Step 83916] AvgLen: 127.75, AvgRew: 137.01, StdRew: 7.88, Time/Step: 0.0002
[Step 84997] AvgLen: 108.10, AvgRew: 141.97, StdRew: 11.13, Time/Step: 0.0002
[Step 86091] AvgLen: 109.40, AvgRew: 132.21, StdRew: 11.75, Time/Step: 0.0002
[Step 87171] AvgLen: 120.00, AvgRew: 130.74, StdRew: 10.91, Time/Step: 0.0002
[Step 88212] AvgLen: 115.67, AvgRew: 140.61, StdRew: 9.41, Time/Step: 0.0002
[Step 89352] AvgLen: 114.00, AvgRew: 141.08, StdRew: 8.83, Time/Step: 0.0002
[Step 90427] AvgLen: 107.50, AvgRew: 142.83, StdRew: 5.39, Time/Step: 0.0002
[Step 91473] AvgLen: 130.75, AvgRew: 127.77, StdRew: 13.36, Time/Step: 0.0002
[Step 92522] AvgLen: 104.90, AvgRew: 139.47, StdRew: 8.76, Time/Step: 0.0002
[Step 93590] AvgLen: 118.67, AvgRew: 143.98, StdRew: 14.60, Time/Step: 0.0002
[Step 94638] AvgLen: 116.44, AvgRew: 140.07, StdRew: 10.75, Time/Step: 0.0002
[Step 95715] AvgLen: 119.67, AvgRew: 136.98, StdRew: 7.27, Time/Step: 0.0002
[Step 96726] AvgLen: 112.33, AvgRew: 141.68, StdRew: 10.82, Time/Step: 0.0002
[Step 97780] AvgLen: 131.75, AvgRew: 134.72, StdRew: 14.69, Time/Step: 0.0002
[Step 98893] AvgLen: 123.67, AvgRew: 133.37, StdRew: 7.04, Time/Step: 0.0002
[Step 99921] AvgLen: 128.50, AvgRew: 133.31, StdRew: 19.70, Time/Step: 0.0002
[Step 101008] AvgLen: 120.78, AvgRew: 136.66, StdRew: 17.36, Time/Step: 0.0002
[Step 102029] AvgLen: 113.44, AvgRew: 138.63, StdRew: 8.54, Time/Step: 0.0002
[Step 103110] AvgLen: 120.11, AvgRew: 138.31, StdRew: 8.78, Time/Step: 0.0002
[Step 104143] AvgLen: 114.78, AvgRew: 135.91, StdRew: 7.97, Time/Step: 0.0002
[Step 105179] AvgLen: 115.11, AvgRew: 135.20, StdRew: 8.43, Time/Step: 0.0002
[Step 106205] AvgLen: 114.00, AvgRew: 141.81, StdRew: 8.64, Time/Step: 0.0002
